pollster,date,sampleSize,marginError,dvalue,rvalue,Year,Type,state
SurveyUSA,2014-10-20,606.0,4.1,43.0,45.0,2014,Governor,Georgia
WRBL/Ledger-Enquirer/PMB,2014-10-14,1543.0,2.5,44.0,44.0,2014,Governor,Georgia
SurveyUSA,2014-10-13,563.0,4.2,46.0,46.0,2014,Governor,Georgia
WSB-TV/Landmark,2014-10-09,1000.0,3.1,45.0,45.0,2014,Governor,Georgia
SurveyUSA,2014-10-06,566.0,4.2,44.0,46.0,2014,Governor,Georgia
PPP (D),2014-10-05,895.0,3.3,41.0,46.0,2014,Governor,Georgia
InsiderAdvantage,2014-10-01,947.0,3.2,43.0,44.0,2014,Governor,Georgia
CBS News/NYT/YouGov,2014-10-01,1851.0,3.0,43.0,48.0,2014,Governor,Georgia
SurveyUSA,2014-09-22,550.0,4.3,45.0,44.0,2014,Governor,Georgia
InsiderAdvantage,2014-09-11,1167.0,2.9,40.0,44.0,2014,Governor,Georgia
WSB-TV/Landmark,2014-09-11,1109.0,2.9,47.0,44.0,2014,Governor,Georgia
Atlanta Journal-Constitution,2014-09-11,884.0,4.0,42.0,43.0,2014,Governor,Georgia
SurveyUSA,2014-09-08,558.0,4.2,44.0,45.0,2014,Governor,Georgia
CBS News/NYT/YouGov,2014-09-02,1900.0,3.0,39.0,47.0,2014,Governor,Georgia
WRBL/Ledger-Enquirer/PMB,2014-08-25,1578.0,2.5,42.0,44.0,2014,Governor,Georgia
WSB-TV/Landmark,2014-08-21,600.0,4.0,44.0,40.0,2014,Governor,Georgia
SurveyUSA,2014-08-17,560.0,4.2,39.0,48.0,2014,Governor,Georgia
InsiderAdvantage,2014-08-13,719.0,3.7,39.0,43.0,2014,Governor,Georgia
WSB-TV/Landmark,2014-07-25,750.0,3.8,47.0,40.0,2014,Governor,Georgia
WSB-TV/Landmark,2014-07-15,750.0,4.0,49.0,41.0,2014,Governor,Georgia
InsiderAdvantage,2014-06-25,1349.0,2.7,40.0,47.0,2014,Governor,Georgia
SurveyUSA,2014-06-05,999.0,3.2,38.0,44.0,2014,Governor,Georgia
SurveyUSA,2014-05-12,1380.0,2.7,37.0,43.0,2014,Governor,Georgia
Saint Leo University,2014-05-06,1000.0,3.0,35.0,38.0,2014,Governor,Georgia
SurveyUSA,2014-04-27,1567.0,2.5,37.0,41.0,2014,Governor,Georgia
rcp_average,2014-10-23,,,45.3,32.5,2014,Governor,Hawaii
Honolulu Civil Beat/MRG*,2014-10-19,1221.0,2.8,40.0,34.0,2014,Governor,Hawaii
CBS News/NYT/YouGov,2014-10-23,1002.0,6.0,54.0,22.0,2014,Governor,Hawaii
Honolulu Star-Advertiser,2014-10-18,605.0,4.0,47.0,35.0,2014,Governor,Hawaii
Rasmussen Reports,2014-09-10,750.0,4.0,40.0,39.0,2014,Governor,Hawaii
CBS News/NYT/YouGov,2014-10-01,1319.0,4.0,41.0,35.0,2014,Governor,Hawaii
Honolulu Civil Beat/MRG*,2014-09-14,1055.0,3.0,43.0,39.0,2014,Governor,Hawaii
CBS News/NYT/YouGov,2014-09-02,655.0,6.0,37.0,35.0,2014,Governor,Hawaii
Honolulu Star-Advertiser,2014-07-29,612.0,4.0,34.0,41.0,2014,Governor,Hawaii
Honolulu Civil Beat/MRG,2014-06-09,,3.0,31.0,31.0,2014,Governor,Hawaii
rcp_average,,,,45.3,32.5,2014,Governor,Hawaii
rcp_average,2014-11-01,,,36.0,50.7,2014,Governor,Idaho
PPP (D)*,2014-11-01,1001.0,3.1,37.0,49.0,2014,Governor,Idaho
CBS News/NYT/YouGov,2014-10-23,575.0,6.0,35.0,53.0,2014,Governor,Idaho
Rasmussen Reports,2014-05-29,750.0,4.0,36.0,50.0,2014,Governor,Idaho
PPP (D),2014-10-12,522.0,4.3,38.0,47.0,2014,Governor,Idaho
CBS News/NYT/YouGov,2014-10-01,594.0,5.0,33.0,57.0,2014,Governor,Idaho
CBS News/NYT/YouGov,2014-09-02,844.0,4.0,33.0,51.0,2014,Governor,Idaho
CBS News/NYT/YouGov,2014-07-24,,,34.0,56.0,2014,Governor,Idaho
rcp_average,,,,36.0,50.7,2014,Governor,Idaho
rcp_average,2014-11-02,,,45.6,44.8,2014,Governor,Illinois
PPP (D),2014-11-02,1064.0,3.0,48.0,48.0,2014,Governor,Illinois
Chicago Sun-Times*,2014-10-28,823.0,3.9,45.0,42.0,2014,Governor,Illinois
CBS News/NYT/YouGov,2014-10-23,3519.0,3.0,45.0,41.0,2014,Governor,Illinois
Rasmussen Reports,2014-10-22,1000.0,3.0,47.0,48.0,2014,Governor,Illinois
Chicago Tribune*,2014-10-21,800.0,3.5,43.0,45.0,2014,Governor,Illinois
The Simon Poll/SIU*,2014-10-15,691.0,3.7,41.0,42.0,2014,Governor,Illinois
Sun-Times/WeAskAmerica*,2014-10-08,1051.0,3.0,44.0,41.0,2014,Governor,Illinois
CBS News/NYT/YouGov,2014-10-01,3955.0,2.0,46.0,43.0,2014,Governor,Illinois
Rasmussen Reports,2014-09-25,750.0,4.0,44.0,42.0,2014,Governor,Illinois
WeAskAmerica*,2014-09-19,1418.0,3.0,41.0,44.0,2014,Governor,Illinois
Chicago Tribune*,2014-09-12,,3.5,48.0,37.0,2014,Governor,Illinois
CBS News/NYT/YouGov,2014-09-02,4363.0,3.0,40.0,44.0,2014,Governor,Illinois
Sun-Times/WeAskAmerica,2014-08-06,1085.0,3.1,38.0,51.0,2014,Governor,Illinois
Rasmussen Reports,2014-07-30,750.0,4.0,39.0,44.0,2014,Governor,Illinois
CBS News/NYT/YouGov,2014-07-24,,,43.0,46.0,2014,Governor,Illinois
Rasmussen Reports,2014-04-10,750.0,4.0,40.0,43.0,2014,Governor,Illinois
WeAskAmerica,2014-01-30,1354.0,2.7,39.0,47.0,2014,Governor,Illinois
PPP (D),2014-11-25,,4.2,41.0,38.0,2014,Governor,Illinois
rcp_average,,,,45.6,44.8,2014,Governor,Illinois
rcp_average,2014-11-03,,,36.7,53.7,2014,Governor,Iowa
PPP (D)*,2014-11-03,1265.0,2.8,40.0,51.0,2014,Governor,Iowa
Quinnipiac,2014-11-02,778.0,3.5,41.0,52.0,2014,Governor,Iowa
Des Moines Register,2014-10-31,701.0,3.7,35.0,59.0,2014,Governor,Iowa
FOX News,2014-10-30,911.0,3.0,36.0,53.0,2014,Governor,Iowa
Rasmussen Reports,2014-10-30,990.0,3.0,37.0,55.0,2014,Governor,Iowa
YouGov,2014-10-31,1112.0,4.4,34.0,49.0,2014,Governor,Iowa
Reuters/Ipsos,2014-10-29,1129.0,3.3,34.0,57.0,2014,Governor,Iowa
Quinnipiac,2014-10-27,817.0,3.4,37.0,56.0,2014,Governor,Iowa
Loras College,2014-10-24,1121.0,2.9,34.0,55.0,2014,Governor,Iowa
NBC News/Marist,2014-10-22,772.0,3.5,36.0,59.0,2014,Governor,Iowa
CBS News/NYT/YouGov,2014-10-23,2322.0,3.0,37.0,50.0,2014,Governor,Iowa
Quinnipiac,2014-10-21,964.0,3.2,37.0,55.0,2014,Governor,Iowa
USA Today/Suffolk*,2014-10-14,500.0,4.4,37.0,54.0,2014,Governor,Iowa
Quinnipiac,2014-10-13,967.0,3.2,39.0,54.0,2014,Governor,Iowa
Des Moines Register/Bloomberg,2014-10-08,1000.0,3.1,39.0,54.0,2014,Governor,Iowa
Loras College,2014-10-03,600.0,4.0,33.0,56.0,2014,Governor,Iowa
NBC News/Marist,2014-10-01,778.0,3.5,36.0,58.0,2014,Governor,Iowa
CBS News/NYT/YouGov,2014-10-01,2359.0,2.0,39.0,52.0,2014,Governor,Iowa
PPP (D),2014-09-28,1192.0,2.8,38.0,52.0,2014,Governor,Iowa
Des Moines Register*,2014-09-24,546.0,4.2,34.0,48.0,2014,Governor,Iowa
Rasmussen Reports,2014-09-18,750.0,4.0,40.0,46.0,2014,Governor,Iowa
FOX News,2014-09-16,600.0,4.0,37.0,50.0,2014,Governor,Iowa
Quinnipiac,2014-09-15,1167.0,2.9,37.0,60.0,2014,Governor,Iowa
Loras College,2014-09-05,1200.0,2.8,34.0,56.0,2014,Governor,Iowa
CBS News/NYT/YouGov,2014-09-02,1764.0,3.0,38.0,51.0,2014,Governor,Iowa
USA Today/Suffolk*,2014-08-26,500.0,4.4,35.0,47.0,2014,Governor,Iowa
PPP (D),2014-08-24,915.0,3.2,37.0,50.0,2014,Governor,Iowa
Rasmussen Reports,2014-08-12,750.0,4.0,35.0,52.0,2014,Governor,Iowa
CBS News/NYT/YouGov,2014-07-24,,,40.0,51.0,2014,Governor,Iowa
NBC News/Marist,2014-07-13,,2.5,38.0,53.0,2014,Governor,Iowa
Quinnipiac,2014-06-16,,2.7,38.0,47.0,2014,Governor,Iowa
Loras College,2014-06-05,600.0,4.0,38.0,52.0,2014,Governor,Iowa
Rasmussen Reports,2014-06-05,750.0,4.0,40.0,49.0,2014,Governor,Iowa
PPP (D),2014-05-19,,3.3,40.0,48.0,2014,Governor,Iowa
CEA/Hickman Analytics (D),2014-04-30,500.0,4.4,40.0,50.0,2014,Governor,Iowa
Vox Populi/Daily Caller (R),2014-04-24,,,43.0,45.0,2014,Governor,Iowa
Suffolk,2014-04-08,800.0,3.5,32.0,42.0,2014,Governor,Iowa
Quinnipiac,2014-03-10,,2.6,35.0,46.0,2014,Governor,Iowa
Des Moines Register,2014-02-26,461.0,4.6,29.0,44.0,2014,Governor,Iowa
PPP (D),2014-02-23,,3.3,36.0,48.0,2014,Governor,Iowa
Quinnipiac,2014-12-15,,2.4,33.0,49.0,2014,Governor,Iowa
Des Moines Register,2014-12-11,325.0,,29.0,52.0,2014,Governor,Iowa
PPP (D),2014-07-07,,3.8,35.0,47.0,2014,Governor,Iowa
Des Moines Register,2014-06-05,591.0,4.0,27.0,55.0,2014,Governor,Iowa
PPP (D),2014-02-03,,,33.0,48.0,2014,Governor,Iowa
rcp_average,,,,36.7,53.7,2014,Governor,Iowa
rcp_average,2014-11-03,,,44.6,42.6,2014,Governor,Kansas
PPP (D)*,2014-11-03,963.0,3.2,46.0,45.0,2014,Governor,Kansas
FOX News*,2014-10-30,907.0,3.0,48.0,42.0,2014,Governor,Kansas
YouGov*,2014-10-31,1137.0,4.8,38.0,39.0,2014,Governor,Kansas
SurveyUSA*,2014-10-26,623.0,4.0,46.0,43.0,2014,Governor,Kansas
NBC News/Marist*,2014-10-22,757.0,3.6,45.0,44.0,2014,Governor,Kansas
CBS News/NYT/YouGov,2014-10-23,1973.0,4.0,40.0,43.0,2014,Governor,Kansas
Rasmussen Reports,2014-10-21,960.0,3.0,52.0,45.0,2014,Governor,Kansas
Remington Research Group (R)*,2014-10-12,1091.0,3.0,45.0,48.0,2014,Governor,Kansas
PPP (D),2014-10-12,1081.0,3.0,45.0,44.0,2014,Governor,Kansas
FOX News*,2014-10-07,702.0,3.5,40.0,46.0,2014,Governor,Kansas
CNN/Opinion Research,2014-10-06,687.0,3.5,49.0,49.0,2014,Governor,Kansas
SurveyUSA*,2014-10-05,549.0,4.3,47.0,42.0,2014,Governor,Kansas
NBC News/Marist*,2014-10-01,636.0,3.9,44.0,43.0,2014,Governor,Kansas
CBS News/NYT/YouGov,2014-10-01,2013.0,3.0,42.0,45.0,2014,Governor,Kansas
USA Today/Suffolk*,2014-09-30,500.0,4.4,46.0,42.0,2014,Governor,Kansas
Rasmussen Reports,2014-09-17,750.0,4.0,47.0,43.0,2014,Governor,Kansas
FOX News*,2014-09-16,604.0,4.0,45.0,41.0,2014,Governor,Kansas
PPP (D),2014-09-14,1328.0,2.7,45.0,39.0,2014,Governor,Kansas
SurveyUSA*,2014-09-07,555.0,4.2,47.0,40.0,2014,Governor,Kansas
CBS News/NYT/YouGov,2014-09-02,839.0,5.0,40.0,47.0,2014,Governor,Kansas
SurveyUSA*,2014-08-23,560.0,4.2,48.0,40.0,2014,Governor,Kansas
PPP (D),2014-08-17,903.0,3.3,44.0,39.0,2014,Governor,Kansas
Rasmussen Reports,2014-08-07,750.0,4.0,51.0,41.0,2014,Governor,Kansas
CBS News/NYT/YouGov,2014-07-24,,,40.0,52.0,2014,Governor,Kansas
SurveyUSA*,2014-07-22,1208.0,2.9,48.0,40.0,2014,Governor,Kansas
SurveyUSA*,2014-06-23,1068.0,3.1,47.0,41.0,2014,Governor,Kansas
Rasmussen Reports,2014-04-17,750.0,4.0,40.0,47.0,2014,Governor,Kansas
PPP (D),2014-02-20,,3.7,42.0,40.0,2014,Governor,Kansas
SurveyUSA*,2014-10-24,,4.4,43.0,39.0,2014,Governor,Kansas
rcp_average,,,,44.6,42.6,2014,Governor,Kansas
rcp_average,2014-11-02,,,39.8,41.2,2014,Governor,Maine
MPRC (D),2014-11-02,906.0,3.3,45.0,44.0,2014,Governor,Maine
Bangor Daily News/Ipsos,2014-10-29,488.0,5.1,42.0,42.0,2014,Governor,Maine
CBS News/NYT/YouGov,2014-10-23,1177.0,5.0,37.0,35.0,2014,Governor,Maine
Portland Press Herald,2014-10-21,639.0,3.8,35.0,45.0,2014,Governor,Maine
Pan Atlantic SMS,2014-10-21,400.0,4.9,40.0,40.0,2014,Governor,Maine
Rasmussen Reports,2014-10-09,930.0,3.0,40.0,41.0,2014,Governor,Maine
Bangor Daily News/Ipsos,2014-10-12,540.0,4.8,42.0,36.0,2014,Governor,Maine
Critical Insights,2014-09-30,606.0,4.0,36.0,39.0,2014,Governor,Maine
CBS News/NYT/YouGov,2014-10-01,1531.0,3.0,39.0,37.0,2014,Governor,Maine
Pan Atlantic SMS,2014-09-29,400.0,4.9,34.0,39.0,2014,Governor,Maine
Portland Press Herald,2014-09-25,482.0,4.4,41.0,39.0,2014,Governor,Maine
Rasmussen Reports,2014-09-04,750.0,4.0,43.0,39.0,2014,Governor,Maine
CBS News/NYT/YouGov,2014-09-02,1202.0,4.0,37.0,38.0,2014,Governor,Maine
MPRC (D),2014-07-28,796.0,3.5,43.0,41.0,2014,Governor,Maine
Portland Press Herald,2014-06-18,527.0,4.3,40.0,36.0,2014,Governor,Maine
Rasmussen Reports,2014-04-25,830.0,3.0,40.0,40.0,2014,Governor,Maine
Critical Insights,2014-04-23,,4.0,37.0,36.0,2014,Governor,Maine
Pan Atlantic SMS,2014-04-05,400.0,4.9,37.0,39.0,2014,Governor,Maine
Pan Atlantic SMS,2014-11-30,400.0,4.9,37.0,36.0,2014,Governor,Maine
PPP (D),2014-11-11,,3.2,38.0,36.0,2014,Governor,Maine
Critical Insights,2014-09-30,600.0,4.0,33.0,30.0,2014,Governor,Maine
MPRC (D),2014-09-10,652.0,3.8,40.0,34.0,2014,Governor,Maine
PPP (D),2014-08-25,,3.2,39.0,35.0,2014,Governor,Maine
Pan Atlantic SMS,2014-03-16,,4.9,23.0,34.0,2014,Governor,Maine
PPP (D),2014-01-20,,2.8,30.0,34.0,2014,Governor,Maine
rcp_average,,,,39.8,41.2,2014,Governor,Maine
WPA Research (R)***,2014-10-27,504.0,4.4,39.0,44.0,2014,Governor,Maryland
Gonzales Research***,2014-10-24,822.0,3.5,46.0,44.0,2014,Governor,Maryland
CBS News/NYT/YouGov,2014-10-23,1086.0,5.0,51.0,38.0,2014,Governor,Maryland
Baltimore Sun,2014-10-08,800.0,3.5,49.0,42.0,2014,Governor,Maryland
Washington Post*,2014-10-05,549.0,5.0,47.0,38.0,2014,Governor,Maryland
CBS News/NYT/YouGov,2014-10-01,1096.0,4.0,55.0,38.0,2014,Governor,Maryland
CBS News/NYT/YouGov,2014-09-02,1082.0,4.0,51.0,37.0,2014,Governor,Maryland
CBS News/NYT/YouGov,2014-07-24,,,52.0,39.0,2014,Governor,Maryland
Rasmussen Reports,2014-07-10,750.0,4.0,48.0,35.0,2014,Governor,Maryland
Washington Post,2014-06-08,,3.5,51.0,33.0,2014,Governor,Maryland
WPA Research (R)***,,504.0,4.4,39.0,44.0,2014,Governor,Maryland
rcp_average,2014-11-01,,,42.0,45.7,2014,Governor,Massachusetts
PPP (D)*,2014-11-01,887.0,3.3,42.0,46.0,2014,Governor,Massachusetts
Suffolk/Boston Herald*,2014-10-29,500.0,4.4,43.0,46.0,2014,Governor,Massachusetts
Boston Globe*,2014-10-29,600.0,4.0,37.0,44.0,2014,Governor,Massachusetts
Emerson College*,2014-10-29,627.0,3.9,42.0,48.0,2014,Governor,Massachusetts
Western NE University*,2014-10-30,430.0,5.0,41.0,46.0,2014,Governor,Massachusetts
UMass Amherst/WBZ*,2014-10-27,591.0,4.5,47.0,44.0,2014,Governor,Massachusetts
WBUR/MassINC*,2014-10-25,494.0,4.4,42.0,43.0,2014,Governor,Massachusetts
UMass Lowell/7News*,2014-10-25,601.0,4.5,41.0,45.0,2014,Governor,Massachusetts
Boston Globe*,2014-10-22,500.0,4.4,36.0,45.0,2014,Governor,Massachusetts
CBS News/NYT/YouGov,2014-10-23,2218.0,3.0,45.0,41.0,2014,Governor,Massachusetts
WBUR/MassINC*,2014-10-18,501.0,4.4,42.0,43.0,2014,Governor,Massachusetts
Boston Globe*,2014-10-14,400.0,4.9,41.0,41.0,2014,Governor,Massachusetts
Rasmussen Reports,2014-10-14,980.0,3.0,46.0,48.0,2014,Governor,Massachusetts
WBUR/MassINC*,2014-10-11,500.0,4.4,42.0,39.0,2014,Governor,Massachusetts
WGBH/Emerson*,2014-10-07,500.0,4.3,39.0,45.0,2014,Governor,Massachusetts
Boston Globe*,2014-10-07,400.0,4.9,39.0,34.0,2014,Governor,Massachusetts
WBUR/MassINC*,2014-10-04,504.0,4.4,41.0,39.0,2014,Governor,Massachusetts
UMass Amherst/WBZ*,2014-10-02,414.0,5.5,48.0,44.0,2014,Governor,Massachusetts
Boston Globe*,2014-09-30,401.0,4.9,36.0,39.0,2014,Governor,Massachusetts
CBS News/NYT/YouGov,2014-10-01,2389.0,2.0,47.0,41.0,2014,Governor,Massachusetts
WBUR/MassINC*,2014-09-27,503.0,4.4,44.0,41.0,2014,Governor,Massachusetts
Suffolk/Boston Herald*,2014-09-28,500.0,4.4,44.0,43.0,2014,Governor,Massachusetts
Western NE University*,2014-09-28,416.0,5.0,43.0,44.0,2014,Governor,Massachusetts
Boston Globe*,2014-09-23,400.0,4.9,38.0,40.0,2014,Governor,Massachusetts
UMass Amherst/WBZ*,2014-09-23,440.0,,45.0,46.0,2014,Governor,Massachusetts
WBUR/MassINC*,2014-09-21,502.0,4.4,46.0,36.0,2014,Governor,Massachusetts
Rasmussen Reports,2014-09-17,750.0,4.0,42.0,42.0,2014,Governor,Massachusetts
Boston Globe*,2014-09-16,407.0,4.9,39.0,36.0,2014,Governor,Massachusetts
WBUR/MassINC*,2014-09-14,504.0,4.4,44.0,35.0,2014,Governor,Massachusetts
WBUR/MassINC*,2014-09-07,500.0,4.4,39.0,34.0,2014,Governor,Massachusetts
CBS News/NYT/YouGov,2014-09-02,3361.0,2.0,43.0,35.0,2014,Governor,Massachusetts
WBUR/MassINC*,2014-08-31,700.0,3.7,40.0,31.0,2014,Governor,Massachusetts
UMass Lowell/7News*,2014-08-31,,2.9,41.0,32.0,2014,Governor,Massachusetts
Boston Globe*,2014-08-26,605.0,4.0,37.0,38.0,2014,Governor,Massachusetts
Boston Globe*,2014-08-19,605.0,4.0,41.0,34.0,2014,Governor,Massachusetts
Boston Globe*,2014-08-12,606.0,4.0,40.0,32.0,2014,Governor,Massachusetts
Boston Globe*,2014-08-05,605.0,4.0,42.0,31.0,2014,Governor,Massachusetts
Mass Insight/Opinion Dynamics,2014-08-03,,,44.0,41.0,2014,Governor,Massachusetts
Boston Globe*,2014-07-29,601.0,4.0,42.0,32.0,2014,Governor,Massachusetts
CBS News/NYT/YouGov,2014-07-24,,,51.0,36.0,2014,Governor,Massachusetts
Boston Globe*,2014-07-22,625.0,3.9,38.0,33.0,2014,Governor,Massachusetts
Boston Globe*,2014-07-15,605.0,4.0,39.0,36.0,2014,Governor,Massachusetts
Boston Globe*,2014-07-08,604.0,4.0,40.0,35.0,2014,Governor,Massachusetts
Boston Globe*,2014-07-01,601.0,4.0,40.0,31.0,2014,Governor,Massachusetts
WBUR/MassINC*,2014-06-29,502.0,4.4,41.0,28.0,2014,Governor,Massachusetts
Boston Globe*,2014-06-24,604.0,3.9,41.0,30.0,2014,Governor,Massachusetts
Boston Globe*,2014-06-17,630.0,3.9,43.0,30.0,2014,Governor,Massachusetts
Boston Globe*,2014-06-10,697.0,3.7,42.0,31.0,2014,Governor,Massachusetts
Suffolk/Boston Herald*,2014-06-07,800.0,3.5,36.0,29.0,2014,Governor,Massachusetts
Boston Globe*,2014-06-03,602.0,4.0,37.0,32.0,2014,Governor,Massachusetts
WBUR/MassINC*,2014-05-18,503.0,4.4,39.0,30.0,2014,Governor,Massachusetts
Western NE University**,2014-04-07,,5.0,54.0,25.0,2014,Governor,Massachusetts
UMass Poll,2014-04-06,,5.9,45.0,34.0,2014,Governor,Massachusetts
WBUR/MassINC*,2014-03-16,500.0,4.4,41.0,26.0,2014,Governor,Massachusetts
Suffolk/Boston Herald*,2014-02-03,600.0,4.0,44.0,31.0,2014,Governor,Massachusetts
Purple Strategies,2014-01-23,500.0,4.4,46.0,36.0,2014,Governor,Massachusetts
WBUR/MassINC*,2014-01-19,,4.4,39.0,29.0,2014,Governor,Massachusetts
Western NE University,2014-10-07,,5.0,54.0,34.0,2014,Governor,Massachusetts
PPP (D),2014-09-23,,4.0,51.0,38.0,2014,Governor,Massachusetts
PPP (D),2014-06-24,,3.3,47.0,34.0,2014,Governor,Massachusetts
rcp_average,,,,42.0,45.7,2014,Governor,Massachusetts
rcp_average,2014-11-03,,,44.3,46.3,2014,Governor,Michigan
FOX 2 Detroit/Mitchell*,2014-11-03,1310.0,2.7,47.0,49.0,2014,Governor,Michigan
PPP (D)*,2014-11-02,914.0,3.2,45.0,46.0,2014,Governor,Michigan
EPIC-MRA,2014-10-28,600.0,4.0,43.0,45.0,2014,Governor,Michigan
Detroit News,2014-10-24,600.0,4.0,40.0,45.0,2014,Governor,Michigan
Rasmussen Reports,2014-10-22,1000.0,3.0,46.0,49.0,2014,Governor,Michigan
CBS News/NYT/YouGov,2014-10-23,2394.0,3.0,45.0,44.0,2014,Governor,Michigan
FOX 2 Detroit/Mitchell*,2014-11-02,1224.0,2.8,47.0,47.0,2014,Governor,Michigan
FOX 2 Detroit/Mitchell*,2014-10-27,1159.0,2.9,43.0,48.0,2014,Governor,Michigan
EPIC-MRA,2014-10-19,600.0,4.0,39.0,47.0,2014,Governor,Michigan
FOX 2 Detroit/Mitchell*,2014-10-19,919.0,3.2,46.0,48.0,2014,Governor,Michigan
FOX 2 Detroit/Mitchell*,2014-10-12,1340.0,2.7,44.0,47.0,2014,Governor,Michigan
FOX 2 Detroit/Mitchell*,2014-10-09,1306.0,2.7,46.0,47.0,2014,Governor,Michigan
Detroit News*,2014-10-04,600.0,4.0,37.0,45.0,2014,Governor,Michigan
MRG (R),2014-10-01,600.0,4.0,41.0,46.0,2014,Governor,Michigan
CBS News/NYT/YouGov,2014-10-01,2560.0,2.0,46.0,44.0,2014,Governor,Michigan
FOX 2 Detroit/Mitchell*,2014-09-29,1178.0,2.9,42.0,46.0,2014,Governor,Michigan
EPIC-MRA*,2014-09-29,600.0,4.0,39.0,45.0,2014,Governor,Michigan
Target-Insyght/MIRS,2014-09-24,600.0,4.0,40.0,41.0,2014,Governor,Michigan
WeAskAmerica*,2014-09-19,1182.0,3.0,43.0,43.0,2014,Governor,Michigan
Rasmussen Reports,2014-09-18,750.0,4.0,41.0,47.0,2014,Governor,Michigan
Mitchell Research*,2014-09-14,829.0,3.4,41.0,46.0,2014,Governor,Michigan
Vanguard/Denno Research (D),2014-09-13,600.0,4.0,40.0,43.0,2014,Governor,Michigan
USA Today/Suffolk*,2014-09-10,500.0,4.4,45.0,43.0,2014,Governor,Michigan
PPP (D),2014-09-07,687.0,3.7,44.0,46.0,2014,Governor,Michigan
Detroit News,2014-09-05,600.0,4.0,42.0,44.0,2014,Governor,Michigan
CBS News/NYT/YouGov,2014-09-02,2897.0,3.0,43.0,44.0,2014,Governor,Michigan
Mitchell Research,2014-08-27,1004.0,3.1,46.0,47.0,2014,Governor,Michigan
EPIC-MRA,2014-08-25,600.0,4.0,45.0,43.0,2014,Governor,Michigan
Mitchell Research,2014-08-05,626.0,5.0,42.0,47.0,2014,Governor,Michigan
Rasmussen Reports,2014-07-29,750.0,4.0,42.0,45.0,2014,Governor,Michigan
MRG (R),2014-07-30,600.0,4.0,44.0,45.0,2014,Governor,Michigan
CBS News/NYT/YouGov,2014-07-24,,,43.0,46.0,2014,Governor,Michigan
EPIC-MRA,2014-07-15,600.0,4.0,43.0,46.0,2014,Governor,Michigan
Mitchell Research,2014-07-17,600.0,4.0,39.0,43.0,2014,Governor,Michigan
Vanguard/Denno Research (D),2014-07-11,600.0,4.0,35.0,43.0,2014,Governor,Michigan
NBC News/Marist,2014-07-10,,3.3,44.0,46.0,2014,Governor,Michigan
PPP (D),2014-06-29,,4.1,40.0,40.0,2014,Governor,Michigan
Mitchell Research,2014-06-06,961.0,3.2,41.0,46.0,2014,Governor,Michigan
Detroit News,2014-05-22,600.0,4.0,35.0,45.0,2014,Governor,Michigan
EPIC-MRA,2014-05-20,600.0,4.0,38.0,47.0,2014,Governor,Michigan
CEA/Hickman Analytics (D),2014-04-30,502.0,4.4,37.0,48.0,2014,Governor,Michigan
Magellan Strategies (R),2014-04-15,875.0,3.3,42.0,45.0,2014,Governor,Michigan
Mitchell Research,2014-04-09,1460.0,2.6,37.0,49.0,2014,Governor,Michigan
PPP (D),2014-04-06,,3.4,39.0,43.0,2014,Governor,Michigan
MRG (R),2014-03-28,600.0,4.1,39.0,47.0,2014,Governor,Michigan
LEu0026amp;A/Denno Research (D),2014-03-10,600.0,4.0,39.0,42.0,2014,Governor,Michigan
EPIC-MRA,2014-02-11,600.0,4.0,39.0,47.0,2014,Governor,Michigan
Harper (R),2014-01-08,1004.0,3.1,35.0,47.0,2014,Governor,Michigan
PPP (D),2014-12-08,,3.0,40.0,44.0,2014,Governor,Michigan
LEu0026amp;A/Denno Research (D),2014-11-14,600.0,4.0,31.0,45.0,2014,Governor,Michigan
Inside Michigan Politics,2014-10-29,794.0,4.0,34.0,36.0,2014,Governor,Michigan
EPIC-MRA,2014-09-10,600.0,4.0,36.0,44.0,2014,Governor,Michigan
LEu0026amp;A/Denno Research (D),2014-07-24,600.0,4.0,37.0,43.0,2014,Governor,Michigan
PPP (D),2014-06-02,,3.7,42.0,38.0,2014,Governor,Michigan
EPIC-MRA,2014-05-15,600.0,4.0,39.0,39.0,2014,Governor,Michigan
EPIC-MRA,2014-04-16,,4.0,39.0,38.0,2014,Governor,Michigan
PPP (D),2014-03-04,,3.7,40.0,36.0,2014,Governor,Michigan
PPP (D),2014-12-16,,3.8,44.0,39.0,2014,Governor,Michigan
rcp_average,,,,44.3,46.3,2014,Governor,Michigan
rcp_average,2014-10-30,,,47.3,40.3,2014,Governor,Minnesota
KSTP/SurveyUSA*,2014-10-30,596.0,4.1,47.0,42.0,2014,Governor,Minnesota
Star Tribune/Mason-Dixon*,2014-10-22,800.0,3.5,45.0,38.0,2014,Governor,Minnesota
CBS News/NYT/YouGov,2014-10-23,2430.0,3.0,50.0,41.0,2014,Governor,Minnesota
KSTP/SurveyUSA*,2014-10-16,597.0,4.1,50.0,40.0,2014,Governor,Minnesota
KSTP/SurveyUSA*,2014-10-02,577.0,4.1,51.0,39.0,2014,Governor,Minnesota
CBS News/NYT/YouGov,2014-10-01,2562.0,2.0,49.0,42.0,2014,Governor,Minnesota
Rasmussen Reports,2014-09-30,750.0,4.0,50.0,40.0,2014,Governor,Minnesota
Star Tribune/Mason-Dixon*,2014-09-10,800.0,3.5,45.0,33.0,2014,Governor,Minnesota
